# DUREE_SEC:1577880000.0|PAS:1000.0000|INTERVALLE:100000.00
Soleil_1_X,Soleil_1_Y,Soleil_1_VX,Soleil_1_VY,Soleil_2_X,Soleil_2_Y,Soleil_2_VX,Soleil_2_VY,Soleil_3_X,Soleil_3_Y,Soleil_3_VX,Soleil_3_VY
120269683979.96867,149165752810.44598,15569.6960647805,-12553.036415261748,-189316173233.4514,29573725111.042618,3086.4004078575567,19760.270510258197,69046489383.50139,-178739477921.48962,-18656.09645263822,-7207.2340949964255
121820074154.7057,147902346807.43048,15437.82588255665,-12714.854184063279,-188997226625.9144,31548105387.78089,3292.4737975353164,19726.97646680859,67177152603.22749,-179450452195.21237,-18730.299660092143,-7012.122282745298
123357193104.27554,146622828145.09134,15304.27397213537,-12875.286675640556,-188657690433.497,33519048776.042503,3498.188366044311,19691.53336540491,65300497463.24043,-180141876921.13492,-18802.462318179863,-6816.246689764358
124880873381.96883,145327336226.27682,15169.05488613486,-13034.31641280378,-188297601659.25293,35486340561.29907,3703.5217013850865,19653.94507038935,63416728413.30304,-180813676787.5771,-18872.576567520133,-6619.628657585548
126390949005.4328,144016012193.92554,15032.18335879962,-13191.926071261763,-187916999545.3758,37449766427.147156,3908.4514331591126,19614.2156798463,61526050677.96191,-181465778621.0742,-18940.634771958925,-6422.28960858451
127887255474.75334,142688998915.68127,14893.674304393471,-13348.098481509409,-187515925568.9171,39409112478.66052,4112.955235006889,19572.34952515459,59628670234.18287,-182098111394.34317,-19006.629519400547,-6224.25104364514
129369629790.37604,141346440968.32065,14753.542815572977,-13502.816630698302,-187094423437.26163,41364165265.695625,4317.01082704123,19528.351170513968,57724793788.904724,-182710606234.01794,-19070.55362261439,-6025.534539815632
130837910470.86351,139988484621.99576,14611.804161741373,-13656.063664490213,-186652539083.35764,43314711806.14947,4520.59597827544,19482.225412446445,55814628756.51336,-183303196428.14685,-19132.40012001701,-5826.161747956204
132291937570.48662,138615277824.28973,14468.473787383333,-13807.822888893295,-186190320660.70654,45260539609.165565,4723.688509046159,19433.977279272178,53898383236.23899,-183875817433.457,-19192.162276429663,-5626.154390378851
133731552696.6483,137226970184.0918,14323.56731038056,-13958.077772080751,-185707818538.10843,47201436698.28661,4926.266293430546,19383.612030560053,51976265989.47882,-184428406882.38037,-19249.833583811276,-5425.534258479278
135156599027.13918,135823712955.29117,14177.100520308528,-14106.811946191794,-185205085294.16815,49137191634.55083,5128.307261657623,19331.135156553166,50048486417.047806,-184960904589.8437,-19305.40776196632,-5224.323210361349
136566921327.22011,134405659020.28963,14029.089376714548,-14254.009209114733,-184682175711.56076,51067593539.529396,5329.7894025134165,19276.552377569064,48115254536.35946,-185473252559.82068,-19358.878759228137,-5022.543168454315
137962365966.53302,132972962873.33943,13879.550007377247,-14399.65352625193,-184139146771.05405,52992432118.303246,5530.69076573971,19219.86964337495,46176780958.54003,-185965394991.6442,-19410.240753117127,-4820.216117122996
139342780935.83588,131525780603.70393,13728.49870654782,-14543.729032266494,-183576057645.2949,54911497682.37536,5730.989464426126,19161.093132537808,44233276865.477875,-186437278286.08087,-19459.488150974117,-4617.364100271298
140708015863.56143,130064269878.64534,13575.951933173053,-14686.220032810488,-182992969692.3535,56824581172.51755,5930.663677395265,19100.229251749708,42284953986.81082,-186888851051.16473,-19506.615590568486,-4414.009218939209
142057922032.19742,128588589926.23961,13421.926309100421,-14827.111006234447,-182389946449.03278,58731474181.54791,6129.691651580646,19037.28463512811,40332024576.85392,-187320064107.78943,-19551.617940681248,-4210.17362889365
143392352394.486,127098901518.02235,13266.438617265532,-14966.386605278098,-181767053623.9376,60631968977.03771,6328.0517043971995,18972.26614349144,38374701391.47023,-187730870495.06174,-19594.49030166291,-4005.8795382133203
144711161589.44034,125595366951.4658,13109.50579986189,-15104.031658742002,-181124359090.3088,62525858523.94377,6525.722226104024,18905.180863609945,36413197664.88696,-188121225475.41104,-19635.228005966095,-3801.149204867937
146014205958.17978,124078150032.29039,12951.144956493434,-15240.03117313991,-180461932878.6213,64412936507.16537,6722.681682159191,18836.036107431937,34447727086.459694,-188491086539.45724,-19673.82661865279,-3596.004934292007
147301343559.57678,122547416056.61127,12791.37334230989,-15374.370334331898,-179779847168.94553,66292997354.02251,6918.908615566324,18764.839411285408,32478503777.387096,-188840413410.63522,-19710.281937876385,-3390.469076953492
148572434185.71744,121003331792.92316,12630.20836612512,-15507.034509137748,-179078176283.07834,68165836256.65268,7114.381649212678,18691.59853505533,30505742267.37896,-189169168049.57724,-19744.58999533797,-3184.5640259175775
149827339377.17374,119446065463.92401,12467.667588518882,-15638.009246930662,-178356996676.43536,70031249194.32463,7309.0794881984675,18616.32146133648,28529657471.27939,-189477314658.2502,-19776.74705671755,-2978.3122144058157
151065922438.08438,117875786728.18137,12303.768719921918,-15767.28028121103,-177616386929.71494,71889032955.66583,7502.98092215725,18539.016394561982,26550464665.648624,-189764819683.84863,-19806.749622079362,-2771.736113350942
152288048451.0424,116292666661.64159,12138.529618684814,-15894.833531160137,-176856427740.32974,73738985160.80176,7696.064827566998,18459.69176010775,24568379465.305267,-190031651822.4446,-19834.594426252024,-2564.858228947598
153493584291.79166,114696877738.9848,11971.968289130724,-16020.655103173513,-176077201913.6056,75580904283.40431,7888.310170051714,18378.35620337277,22583617799.832027,-190277782022.39053,-19860.278439182675,-2357.7011001992505
154682398643.72482,113088593814.82742,11804.102879592241,-16144.731292373941,-175278794353.75388,77414589672.64735,8079.696006673296,18295.0185888355,20596395890.047073,-190503183487.47635,-19883.798866265788,-2150.287296461546
155854362012.1864,111467990104.7755,11634.951680432529,-16267.048584103844,-174461292054.61234,79239841575.06631,8270.201488213374,18209.687999086276,18606930224.444153,-190707831679.84338,-19905.15314864614,-1942.6394149824168
157009346738.57498,109835243166.32825,11464.533122051023,-16387.59365539688,-173624784090.16,81056461156.31999,8459.8058614449,18122.373733836055,16615437535.60326,-190891704322.65012,-19924.33896349616,-1734.7800784391575
158147227014.24826,108190530879.63649,11292.86577287392,-16506.353376428622,-172769361604.80502,82864250522.8523,8648.48847139329,18033.085308901405,14622134776.575216,-191054781402.49048,-19941.354224267445,-1526.7319324727598
159267878894.22256,106534032428.11646,11119.968337329581,-16623.314811946206,-171895117803.4462,84663012743.45064,8836.228763586792,17941.832455166037,12627239097.242224,-191197045171.56863,-19956.197080916616,-1318.5176432197886
160371180310.67255,104865928278.92265,10945.85965380923,-16738.465222676736,-171002147941.3111,86452551870.70016,9023.006286295811,17848.625117518844,10630967820.657087,-191318480149.6244,-19968.865920105272,-1110.1598948420537
161457011086.2249,103186400163.27982,10770.558692612947,-16851.792066714166,-170090549313.57043,88232672962.33,9208.800692761091,17753.473453768565,8633538419.36392,-191419073125.61142,-19979.359365374272,-901.6813870543463
162525252947.04572,101495631056.67798,10594.084553881416,-16963.283000884916,-169160421244.72968,90003182102.45018,9393.591743410405,17656.387833535482,6635168491.702408,-191498813159.1295,-19987.676277292045,-693.1048326505146
163575789535.72034,99793805158.9319,10416.456465513498,-17072.925882091542,-168211865077.80045,91763886422.67609,9577.359308063424,17557.378837119766,4636075738.098831,-191557691581.60925,-19993.815753577153,-484.4529550281491
164608506423.9241,98081107874.10709,10237.693781069893,-17180.708768634704,-167244984163.25137,93514594123.13919,9760.083368124819,17456.457254346922,2636477937.3459764,-191595701997.2476,-19997.777129194943,-275.74848571214585
165623291124.88416,96357725790.3147,10057.815977663175,-17286.619921513106,-166259883847.7403,95255114493.3811,9941.744018764977,17353.6340833906,636592922.8746978,-191612840283.6971,-19999.559976428387,-67.01416187741877
