# DUREE_SEC:1728000.0|PAS:8.0681|INTERVALLE:1728.00
Terre_X,Terre_Y,Terre_VX,Terre_VY,Fusee_X,Fusee_Y,Fusee_VX,Fusee_VY
0.0,0.0,0.0,0.0,6378000.0,0.0,0.0,10500.0
5.3399196249162754e-18,0.0,1.3236031709097114e-18,8.790017108545256e-21,6377681.1,84715.02978222724,-79.04558136672797,10499.475060178278
1.342570123493378e-13,9.880874290474414e-14,9.879737933916857e-17,1.1272481455211047e-16,-1639828.7775024546,12397588.306689754,-5900.179494135143,3768.074074947958
2.914936027564198e-13,3.3701583335768117e-13,8.253795096883033e-17,1.5550699369581054e-16,-11029997.956613379,16300877.238236986,-4929.166431858542,1213.1223364861903
4.2072907622675543e-13,6.221260165375363e-13,6.780009305904822e-17,1.726975077156542e-16,-18747940.432261806,17403113.472132675,-4049.021557486362,186.5048392211417
5.274980065298064e-13,9.289285384051599e-13,5.631852595762039e-17,1.818763294893999e-16,-25124180.94996,17209883.239594862,-3363.3423701890856,-361.6543971069445
6.164340566046293e-13,1.2481945515787416e-12,4.698734104353833e-17,1.8754332353342266e-16,-30435441.86042839,16272333.30626518,-2806.084007120104,-700.0872814159786
6.908739239051754e-13,1.5770248929380813e-12,3.9032733239711787e-17,1.9135367644426348e-16,-34880990.73561698,14848316.723464364,-2331.034829075584,-927.6415572513909
7.521467214763154e-13,1.909835881707055e-12,3.207536715255522e-17,1.9401282687509585e-16,-38540202.20656543,13101860.847577687,-1915.5409263505949,-1086.4460209806925
8.020180788480985e-13,2.2465507164496505e-12,2.5786866558661972e-17,1.9592175902108075e-16,-41518519.66880826,11122267.290146284,-1539.9916708832911,-1200.4474487389066
8.414637574477412e-13,2.5860751394265584e-12,1.9971399976937943e-17,1.97294203789381e-16,-43874215.59477887,8974885.12336205,-1192.6920066227308,-1282.4098503017908
8.711726487072266e-13,2.9276016690149956e-12,1.4487858849400248e-17,1.9825718101768212e-16,-45648430.5807953,6707937.149737354,-865.2149304861802,-1339.9188503759253
8.916209328777838e-13,3.2704954232221276e-12,9.228215741341581e-18,1.988877749949532e-16,-46869602.11146088,4359338.521884411,-551.109044072917,-1377.5779226985537
9.031499647200012e-13,3.615832911169698e-12,4.080582205304642e-18,1.9923244003301786e-16,-47558115.893078044,1949515.144834594,-243.69236930079043,-1398.1613187717853
9.058196581563712e-13,3.959927385444093e-12,-9.844577521139857e-19,1.993112165286979e-16,-47717549.98509807,-470790.4854357183,58.79181695625026,-1402.8658510938003
8.997424448072264e-13,4.3039351979379114e-12,-6.0635095226900864e-18,1.9913151243046696e-16,-47354618.80388714,-2885920.6741697737,362.11278869505503,-1392.133922347449
8.848312440773321e-13,4.647402336291237e-12,-1.1230067524769172e-17,1.9868145862292187e-16,-46464121.89629776,-5268761.803233627,670.6596325792184,-1365.2567089608647
8.608669938403565e-13,4.989838295683115e-12,-1.6564568831538587e-17,1.9793001996269466e-16,-45032976.872145504,-7590020.92471998,989.2360506194881,-1320.3807921720854
8.273018309389929e-13,5.3322664531780956e-12,-2.2188532014685288e-17,1.9681488621646806e-16,-43028465.34367605,-9826099.08714115,1325.0991319170098,-1253.7850048474386
7.838939085130902e-13,5.670807003709505e-12,-2.816903315982917e-17,1.9525253769648916e-16,-40436144.21640126,-11914724.391480196,1682.2546603050023,-1160.4815512342911
7.297198299875179e-13,6.006154997071892e-12,-3.469071610052679e-17,1.930838294829029e-16,-37200868.24685413,-13812690.18168513,2071.7295655234666,-1030.9662967189106
6.636623287631951e-13,6.337056004159733e-12,-4.197969591912875e-17,1.900436282165721e-16,-33255914.27373745,-15445081.951574566,2507.0274402903788,-849.4054770936334
5.841237203124561e-13,6.6616311443156e-12,-5.0376973882873476e-17,1.8564665214347247e-16,-28505868.57705936,-16699692.94828664,3008.5128802852146,-586.8180660081163
4.887587667100841e-13,6.976795270363504e-12,-6.042700970107542e-17,1.789076363495178e-16,-22810673.547925718,-17392278.182470605,3608.701019348237,-184.36404279314456
3.734161314108926e-13,7.27815068763622e-12,-7.308658716818473e-17,1.674100237192168e-16,-15922411.367857948,-17175492.29881819,4364.730985684005,502.2733834884326
2.337833577925239e-13,7.549777092784907e-12,-8.925685383653346e-17,1.439895977396603e-16,-7583542.127368952,-15268004.840900972,5330.419311117786,1900.9412229875402
6.772678185454874e-14,7.751348725090555e-12,-9.658679597506858e-17,7.509824149505134e-17,2333356.5876469244,-9176846.348797278,5768.163455631102,6015.133017915579
3.0337867998738705e-14,7.796131062615075e-12,8.059001135925232e-17,4.1035636391914734e-17,4566222.5231159,6277768.827634275,-4812.835478374547,8049.35179467489
1.9590260072257613e-13,7.964268956775987e-12,9.345004246315259e-17,1.3427392776680222e-16,-5321303.315151676,14365590.161741903,-5580.836535899476,2481.1610337666025
3.4238247148300733e-13,8.225065890009261e-12,7.662508279896676e-17,1.6337483550146647e-16,-14069081.196964655,16919813.68244723,-4576.049944754303,743.2548238524543
4.631325571659425e-13,8.521277862915988e-12,6.31750219485854e-17,1.7673086057819378e-16,-21280276.313949622,17443766.063636873,-3772.8123107695296,-54.36699372970735
5.627675749444393e-13,8.83347668063501e-12,5.26124927099572e-17,1.842942608248806e-16,-27230479.5756815,16928269.042853367,-3142.0180646386534,-506.05325646184633
6.458561839174522e-13,9.15613438387209e-12,4.3878830188342666e-17,1.8913466475550284e-16,-32192531.303549856,15788167.378931206,-2620.4437388478377,-795.1221791986076
7.149829572027101e-13,9.485716108142192e-12,3.6360937604024066e-17,1.9244461608157463e-16,-36320782.20414551,14234563.17891685,-2171.475193712332,-992.7924723916173
7.718945931794925e-13,9.82012499761729e-12,2.9679174521553873e-17,1.9479298354284186e-16,-39719545.10467891,12392680.672860984,-1772.4403024272126,-1133.0369771784958
8.179966313824796e-13,1.015957405362937e-11,2.3557983931007953e-17,1.9649075159685936e-16,-42472758.82616136,10334514.450998913,-1406.882800359807,-1234.4276853644208
