# DUREE_SEC:5175446400.0|PAS:1000.0000|INTERVALLE:1000000.00
Soleil_X,Soleil_Y,Soleil_VX,Soleil_VY,Mercure_X,Mercure_Y,Mercure_VX,Mercure_VY,Venus_X,Venus_Y,Venus_VX,Venus_VY,Terre_X,Terre_Y,Terre_VX,Terre_VY,Mars_X,Mars_Y,Mars_VX,Mars_VY,Jupiter_X,Jupiter_Y,Jupiter_VX,Jupiter_VY,Saturne_X,Saturne_Y,Saturne_VX,Saturne_VY,Uranus_X,Uranus_Y,Uranus_VX,Uranus_VY,Neptune_X,Neptune_Y,Neptune_VX,Neptune_VY
12618210.442470005,2057863.203843398,2.3621645447992523,0.4954031036277583,-33960066375.196392,44402939580.57138,-38444.42893044044,-30467.111180715892,-107580561255.5748,-10568578094.010927,3428.9016971216656,-34879.909788058474,-61114163310.07122,136409320102.09164,-27189.289379319205,-12202.269083493497,111469397978.67987,198074047630.7552,-21086.63355537119,11737.34920890381,767576362578.6664,130100808311.35606,-2179.3648027120316,12886.514014235856,1428749228868.7388,96836929063.03969,-649.8265529912379,9668.176516259857,2870192392119.4243,68100461637.571434,-161.49743736816725,6808.095690040348,4494670664715.344,54304111253.17943,-65.8596192405294,5429.6044138979105
15072683.21883656,2579396.188467986,2.5460460022583846,0.5456156296775881,-55400000546.453865,1711820756.4752479,-1489.7094934864394,-49437.07264007522,-98609060686.46721,-44290561278.740906,14356.654574952794,-31972.62128617035,-86912649805.7024,121585544486.10513,-24236.47615820578,-17347.26081807623,89792803533.54721,208669921681.77597,-22225.95617236346,9433.821450214358,765289173237.4688,142968415309.60657,-2394.906245823061,12848.096633696081,1428066972092.7788,106502851496.27202,-714.681498663732,9663.595744586695,2870022822377.732,74908360571.99191,-177.6418785736517,6807.695832830849,4494601512632.347,59733674793.63907,-72.44452980215647,5429.521348599133
17710253.402181927,3144851.463803134,2.729778293062702,0.5833155967554573,-36548862029.39673,-42212249273.02258,36594.51241629093,-32745.28451488353,-79367684299.16934,-73400351420.90738,23788.40490610947,-25736.65273503952,-109266188782.56058,101943791744.2856,-20322.16674012695,-21806.177879981013,67100810008.75023,216904859333.25983,-23115.395395488405,7019.846397056702,762786775486.5795,155795796760.57742,-2609.7714960081867,12806.064829221421,1427319877391.399,116163975370.8222,-779.5018845638176,9658.57942888291,2869837108713.0986,81715840611.45058,-193.7852674023972,6807.257900237831,4494525775693.959,65163151313.52693,-79.02932826430593,5429.430372740294
20534726.269050702,3742906.406599808,2.9208052946301266,0.6117652931961335,8556462857.646495,-56180541355.98846,47863.93379446564,6221.469511437352,-51861254912.55015,-94868191482.2999,30741.902833511824,-16823.064692716605,-127287736393.25151,78261371238.59413,-15601.196527272372,-25401.691883273408,43648951857.533875,222681741644.90747,-23744.112137173404,4522.289943962573,760069875863.9165,168579344139.70026,-2823.8998971896276,12760.43057016667,1426507980881.0132,125819865235.5271,-844.2845986047562,9653.127757803079,2869635252225.488,88522863680.93758,-209.9275086586366,6806.781893020207,4494443454017.33,70592532902.23979,-85.61400448628599,5429.3314862340085
23555410.98961286,4367475.713746505,3.122324733692035,0.6374597849859437,48127726397.91518,-31836719005.751698,26723.45784335344,39318.07651269655,-18954640418.08762,-106461844861.18077,34494.4044968667,-6161.672944730156,-140261783479.42688,51476365310.021706,-10260.662141866631,-27990.672352160746,19702189115.244843,225930895961.009,-24104.117844289765,1969.1309446660684,757139241458.3823,181315461403.08835,-3037.231006766585,12711.206848050584,1425631321786.4238,135470085836.71501,-909.026536176228,9647.240937758399,2869417254109.9854,95329391706.24081,-226.06850728835522,6806.267812017721,4494354547729.75,76021811649.08363,-92.19854834413482,5429.224688986531
26782544.654726543,5018866.639886521,3.3332792581570283,0.6661889783560959,56304208793.77534,13466567585.27842,-11258.643062157675,46032.17543290671,15926926193.673286,-106978462492.0555,34657.64460205001,5136.764382228941,-147672996346.02783,22650410247.52205,-4512.482158889332,-29469.980370828653,-4468009097.547057,226611062246.26752,-24190.401714987114,-610.8351210025203,753995699687.046,194000566008.37387,-3249.70461375751,12658.40767394947,1424689942433.1487,145114202136.21762,-973.7246005061571,9640.919193422547,2869183115656.741,102135386614.03555,-242.20816838076493,6805.715658168419,4494259056968.623,81450979643.26904,-98.78294973012403,5429.109980900356
30224021.280916955,5701999.35538516,3.5503748590282944,0.7012564614839201,27973057387.80646,49973545558.83796,-42248.686718325014,22578.396099403355,49155271581.50952,-96368424334.70079,31217.38580449156,15896.82644701696,-149226875840.90585,-7073531791.891551,1415.0726727740703,-29780.656488229353,-28586693672.495224,224710054229.0336,-24001.02819718856,-3188.309780443997,750640138055.4309,206631089932.59363,-3461.2607550156813,12602.04807479818,1423683888239.483,154751779329.83487,-1038.3757028448106,9634.162768108854,2868932838250.669,108940810331.98764,-258.3463971626775,6805.1254325152195,4494156981881.496,86880028973.90732,-105.36719855127276,5428.987361874767
33884102.6162463,6423652.376298552,3.769954562727191,0.7430493500127868,-18807677805.969704,52991067853.26282,-45608.26115257824,-17269.603652262318,77276807376.7748,-75738797005.2519,24533.79144955599,25000.777419292557,-144861574715.79224,-36516706433.59831,7286.5318212387565,-28910.319615841072,-52378546068.909,220245099417.87262,-23537.201948487214,-5733.819652408082,747073503900.874,219203480685.62717,-3671.8397331866413,12542.144088694358,1422613207708.3489,164382382866.1413,-1102.9767627404517,9626.97192412627,2868666423371.4023,115745624788.8599,-274.48309900133853,6804.497136210602,4494048322625.937,92308951730.00703,-111.95128472943756,5428.856831806078
37764096.463116854,7189644.722687195,3.9901648314445706,0.789480740479652,-52126584604.56946,18992674336.80805,-16552.624862688743,-46540.6449414518,97370841188.87979,-47236746008.500694,15303.036307951408,31504.228073143524,-134750379108.74826,-64511557599.88777,12868.67903320465,-26893.671043288272,-75571036389.20207,213262845221.65802,-22803.297429731243,-8218.055601991082,743296804117.8315,231714202319.8797,-3881.38213384497,12478.712762290585,1421477952418.911,174005578465.70813,-1167.5247081265927,9619.34694322794,2868383872593.1235,122549791914.62633,-290.61817940025844,6803.8307705242305,4493933079369.656,97737740000.47244,-118.53519820052051,5428.7183905882275
41865147.270429686,8003477.749745494,4.212580366976376,0.8386460779406271,-47607302249.56535,-28662743501.752674,24963.009395690733,-42529.86058068907,107351785303.81926,-13825606915.95157,4484.5201552575045,34733.338166010726,-119294749926.5844,-89948261729.13168,17939.912247626944,-23811.081271296014,-97897592300.50853,203839021689.85904,-21806.850742586597,-10612.219746776223,739311104868.4011,244159736437.55902,-4089.828838011641,12411.772147719732,1420278177018.2908,183620932140.70135,-1232.0164751557973,9611.288126860201,2868085187584.529,129353273640.587,-306.7515439883867,6803.126336838537,4493811252290.326,103166385874.09998,-125.11892891288578,5428.572038111538
