# DUREE_SEC:1577880000.0|PAS:1000.0000|INTERVALLE:100000.00
Soleil_1_X,Soleil_1_Y,Soleil_1_VX,Soleil_1_VY,Soleil_2_X,Soleil_2_Y,Soleil_2_VX,Soleil_2_VY,Soleil_3_X,Soleil_3_Y,Soleil_3_VX,Soleil_3_VY
59189396101.250206,44334159947.33108,-32622.88360543585,-15046.507460797735,101565390991.36023,-53533897273.33012,29788.145080259248,1122.6242943252594,-160754787092.61066,9199737325.99911,2834.7385251765736,13923.883166472491
55937813205.881035,42774682286.254906,-32401.761331532514,-16134.499195756724,104511312889.87791,-53366782901.986946,29122.223603872306,2211.2646808698178,-160449126095.75943,10592100615.7321,3279.5377276601826,13923.234514886912
52710329785.79935,41109038692.17616,-32142.064593264386,-17169.160095506166,107388323644.32785,-53093387146.23119,28410.943487842123,3247.649544468681,-160098653430.12775,11984348454.05511,3731.1211054222185,13921.510551037502
49510449130.74342,39342746142.81433,-31850.90157422084,-18146.96995434226,110192196804.79318,-52719099384.607635,27660.518189438964,4228.670116461102,-159702645935.53723,13376353241.793335,4190.383384781827,13918.29983788117
46340958981.93624,37481627050.89271,-31535.44785468588,-19065.332194888768,112919332051.3791,-52249570202.371895,26877.229819128803,5152.203580916212,-159260291033.31592,14767943151.47919,4658.218035557019,13913.128613972573
43203932612.97788,35531719788.270775,-31202.793534290045,-19922.511741099126,115566754297.61075,-51690615486.093056,26067.277504002286,6017.054962603955,-158770686910.58905,16158895697.822239,5135.516030287686,13905.45677849518
40100744082.02472,33499196618.117245,-30859.813175395666,-20717.55019489049,118132098768.3772,-51048127502.99173,25236.649021061185,6822.876753190485,-158232842850.4026,17548930884.874397,5623.164154334412,13894.67344170002
37032095260.97422,31390290943.25123,-30513.060468388896,-21450.165511822725,120613584495.98965,-50327994830.24424,24391.017690726494,7570.073458848526,-157645679756.9647,18937703886.992916,6122.042777662338,13880.0920529742
33998052154.483406,29211235078.38302,-30168.687635592923,-22120.642907233272,123009978780.25636,-49536032300.638855,23535.664647121743,8259.697781527944,-157008030934.74078,20324797222.255768,6633.022988471105,13860.945125705322
30998088097.77778,26968209121.255978,-29832.388106181334,-22729.722865427477,125320555092.892,-48677921500.59438,22675.425128584433,8893.344278163064,-156318643190.6708,21709712379.338352,7156.962977596805,13836.378587264411
28031131625.02993,24667300963.130993,-29509.359945507582,-23278.49104793136,127545046715.44641,-47759161825.393074,21814.656394683832,9473.045253617987,-155576178340.4775,23091860862.26199,7694.703550823653,13805.445794313393
25095617086.743244,22314477056.54263,-29204.286887252307,-23768.273755099126,129683598126.17963,-46785031678.71768,20957.224253240067,10001.172486238378,-154779215212.92395,24470554622.174908,8247.062634012129,13767.101268860763
22189536426.364914,19915563248.153275,-28921.333537433904,-24200.541505037432,131736715833.6482,-45760559099.94875,20106.504913925753,10480.34727529516,-153926252260.01407,25844995851.79534,8814.82862350804,13720.194229742276
19310490871.44781,17476234777.501568,-28664.15131915595,-24576.822332525502,133705220025.04604,-44690500904.27598,19265.39889710739,10913.360314233134,-153015710896.49506,27214266126.774258,9398.752422048452,13663.462018292363
16455741629.170355,15002014423.189758,-28435.891926256565,-24898.625620764138,135590198079.41156,-43579329312.74056,18436.353937294687,11303.102073986725,-152045939708.58286,28577314889.55065,9999.53798896175,13595.523546777422
13622258983.691406,12498277728.53082,-28239.22538003833,-25167.376674551957,137392960705.7663,-42431225014.42414,17621.394156231832,11652.503739920909,-151015219689.45883,29932947285.89322,10617.831223806377,13514.872934631052
